2005,15,4,0,15,0,0
2005,15,4,0,45,0,0
2005,15,4,1,15,0,0
2005,15,4,1,45,0,0
2005,15,4,2,15,0,0
2005,15,4,2,45,0,0
2005,15,4,3,15,0,0
2005,15,4,3,45,0,0
2005,15,4,4,15,0,0
2005,15,4,4,45,0,0
2005,15,4,5,15,0,0
2005,15,4,5,45,0,64.566
2005,15,4,6,15,0,143.09
2005,15,4,6,45,0,224.28
2005,15,4,7,15,0,305.68
2005,15,4,7,45,0,385.56
2005,15,4,8,15,0,462.46
2005,15,4,8,45,0,535.01
2005,15,4,9,15,0,601.92
2005,15,4,9,45,0,662.06
2005,15,4,10,15,0,714.39
2005,15,4,10,45,0,757.99
2005,15,4,11,15,0,792.14
2005,15,4,11,45,0,816.23
2005,15,4,12,15,0,829.87
2005,15,4,12,45,0,832.82
2005,15,4,13,15,0,825.03
2005,15,4,13,45,0,806.64
2005,15,4,14,15,0,777.98
2005,15,4,14,45,0,739.52
2005,15,4,15,15,0,691.95
2005,15,4,15,45,0,636.07
2005,15,4,16,15,0,572.87
2005,15,4,16,45,0,503.43
2005,15,4,17,15,0,428.96
2005,15,4,17,45,0,350.79
2005,15,4,18,15,0,270.32
2005,15,4,18,45,0,189.11
2005,15,4,19,15,0,109.04
2005,15,4,19,45,0,33.487
2005,15,4,20,15,0,0
2005,15,4,20,45,0,0
2005,15,4,21,15,0,0
2005,15,4,21,45,0,0
2005,15,4,22,15,0,0
2005,15,4,22,45,0,0
2005,15,4,23,15,0,0
2005,15,4,23,45,0,0
2005,16,4,0,15,0,0
2005,16,4,0,45,0,0
2005,16,4,1,15,0,0
2005,16,4,1,45,0,0
2005,16,4,2,15,0,0
2005,16,4,2,45,0,0
2005,16,4,3,15,0,0
2005,16,4,3,45,0,0
2005,16,4,4,15,0,0
2005,16,4,4,45,0,0
2005,16,4,5,15,0,1.2352
2005,16,4,5,45,0,72.191
2005,16,4,6,15,0,150.86
2005,16,4,6,45,0,232
2005,16,4,7,15,0,313.28
2005,16,4,7,45,0,393.03
2005,16,4,8,15,0,469.77
2005,16,4,8,45,0,542.16
2005,16,4,9,15,0,608.92
2005,16,4,9,45,0,668.9
2005,16,4,10,15,0,721.07
2005,16,4,10,45,0,764.53
2005,16,4,11,15,0,798.53
2005,16,4,11,45,0,822.51
2005,16,4,12,15,0,836.04
2005,16,4,12,45,0,838.89
2005,16,4,13,15,0,831.03
2005,16,4,13,45,0,812.59
2005,16,4,14,15,0,783.89
2005,16,4,14,45,0,745.42
2005,16,4,15,15,0,697.86
2005,16,4,15,45,0,642.01
2005,16,4,16,15,0,578.86
2005,16,4,16,45,0,509.49
2005,16,4,17,15,0,435.1
2005,16,4,17,45,0,357.03
2005,16,4,18,15,0,276.66
2005,16,4,18,45,0,195.55
2005,16,4,19,15,0,115.51
2005,16,4,19,45,0,39.692
2005,16,4,20,15,0,0
2005,16,4,20,45,0,0
2005,16,4,21,15,0,0
2005,16,4,21,45,0,0
2005,16,4,22,15,0,0
2005,16,4,22,45,0,0
2005,16,4,23,15,0,0
2005,16,4,23,45,0,0
2005,17,4,0,15,0,0
2005,17,4,0,45,0,0
2005,17,4,1,15,0,0
2005,17,4,1,45,0,0
2005,17,4,2,15,0,0
2005,17,4,2,45,0,0
2005,17,4,3,15,0,0
2005,17,4,3,45,0,0
2005,17,4,4,15,0,0
2005,17,4,4,45,0,0
2005,17,4,5,15,0,7.9672
2005,17,4,5,45,0,79.778
2005,17,4,6,15,0,158.56
2005,17,4,6,45,0,239.63
2005,17,4,7,15,0,320.79
2005,17,4,7,45,0,400.39
2005,17,4,8,15,0,476.99
2005,17,4,8,45,0,549.21
2005,17,4,9,15,0,615.81
2005,17,4,9,45,0,675.63
2005,17,4,10,15,0,727.65
2005,17,4,10,45,0,770.96
2005,17,4,11,15,0,804.84
2005,17,4,11,45,0,828.69
2005,17,4,12,15,0,842.11
2005,17,4,12,45,0,844.88
2005,17,4,13,15,0,836.95
2005,17,4,13,45,0,818.46
2005,17,4,14,15,0,789.72
2005,17,4,14,45,0,751.25
2005,17,4,15,15,0,703.69
2005,17,4,15,45,0,647.88
2005,17,4,16,15,0,584.78
2005,17,4,16,45,0,515.48
2005,17,4,17,15,0,441.18
2005,17,4,17,45,0,363.21
2005,17,4,18,15,0,282.95
2005,17,4,18,45,0,201.94
2005,17,4,19,15,0,121.96
2005,17,4,19,45,0,45.915
2005,17,4,20,15,0,0
2005,17,4,20,45,0,0
2005,17,4,21,15,0,0
2005,17,4,21,45,0,0
2005,17,4,22,15,0,0
2005,17,4,22,45,0,0
2005,17,4,23,15,0,0
2005,17,4,23,45,0,0
2005,18,4,0,15,0,0
2005,18,4,0,45,0,0
2005,18,4,1,15,0,0
2005,18,4,1,45,0,0
2005,18,4,2,15,0,0
2005,18,4,2,45,0,0
2005,18,4,3,15,0,0
2005,18,4,3,45,0,0
2005,18,4,4,15,0,0
2005,18,4,4,45,0,0
2005,18,4,5,15,0,14.793
2005,18,4,5,45,0,87.316
2005,18,4,6,15,0,166.18
2005,18,4,6,45,0,247.17
2005,18,4,7,15,0,328.21
2005,18,4,7,45,0,407.67
2005,18,4,8,15,0,484.1
2005,18,4,8,45,0,556.17
2005,18,4,9,15,0,622.61
2005,18,4,9,45,0,682.27
2005,18,4,10,15,0,734.13
2005,18,4,10,45,0,777.3
2005,18,4,11,15,0,811.04
2005,18,4,11,45,0,834.77
2005,18,4,12,15,0,848.09
2005,18,4,12,45,0,850.77
2005,18,4,13,15,0,842.77
2005,18,4,13,45,0,824.23
2005,18,4,14,15,0,795.48
2005,18,4,14,45,0,756.99
2005,18,4,15,15,0,709.46
2005,18,4,15,45,0,653.68
2005,18,4,16,15,0,590.63
2005,18,4,16,45,0,521.4
2005,18,4,17,15,0,447.2
2005,18,4,17,45,0,369.33
2005,18,4,18,15,0,289.18
2005,18,4,18,45,0,208.28
2005,18,4,19,15,0,128.36
2005,18,4,19,45,0,52.147
2005,18,4,20,15,0,0
2005,18,4,20,45,0,0
2005,18,4,21,15,0,0
2005,18,4,21,45,0,0
2005,18,4,22,15,0,0
2005,18,4,22,45,0,0
2005,18,4,23,15,0,0
2005,18,4,23,45,0,0
2005,19,4,0,15,0,0
2005,19,4,0,45,0,0
2005,19,4,1,15,0,0
2005,19,4,1,45,0,0
